Arm,Type,Normal tissue expression,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Fetus development,Childhood development,Young development,(neutarl) TCGA expression,CRISPR essentiality score,RNAI essentiality score,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,Essential gene density (CRISPR),Essential gene density (Nichols),Label
20q,SKCM,0.40376151409237043,1.7270303398151108,1.6267125133159546,2.2806310702333974,0.08623462500000001,0.45947015479728737,-1.5474477370919066,0.35378343999579825,,,,,0.10327568745407699,1.517842215644966,1.2131062886288766,0.002890173,0.01734104,0.5377826899626462,0.0,0.12140575079872204,1
20q,STAD,0.2466914007725217,1.4284673622537685,0.8306386864424844,1.657245918341676,0.0724279999999999,1.568820340942255,-0.843618899753437,,,,,,0.5159127820143363,,,0.002890173,0.01734104,-0.3163427588015566,,0.12140575079872204,1
20q,TGCT,0.9975270056924922,2.7635913944386603,2.4504279770660164,4.737369885398845,0.13752525,1.054431944959142,-4.053009985384944,1.0920053359999995,2.2677868380553634,1.7666184141233545,2.0211973173498365,2.0412414523193148,0.3349715510856042,,,0.002890173,0.01734104,3.416501795056811,,0.12140575079872204,0
20q,THYM,0.4176893283755694,1.167497793787018,0.07620092372842653,0.9137186860750259,0.0376915,0.22427994657334038,-1.3616289116523286,0.6553617055714286,,,,,0.806159338185669,2.2396076507223333,,0.002890173,0.01734104,-0.2530742070412453,0.6559280609947347,0.12140575079872204,0
20q,UCEC,0.501806476184399,0.9382176984896287,-0.016472776290521914,0.0,0.0948065,1.973218512851068,-1.6279995242688083,0.1443177194285714,,,,,0.5148961696967106,1.2364971672628449,1.2292199502801016,0.002890173,0.01734104,-0.44287986232217924,-0.6559280609947347,0.12140575079872204,1
20q,UCS,0.501806476184399,0.9382176984896287,-0.016472776290521914,0.0,0.0948065,1.973218512851068,-1.6279995242688083,0.1443177194285714,,,,,0.5805401839357408,1.2364971672628449,1.2292199502801016,0.002890173,0.01734104,-0.44287986232217924,-0.6559280609947347,0.12140575079872204,1
1q,ACC,0.12949506792131268,1.360827634879543,1.6025738910769047,1.5332494408477166,,1.4843255485187166,-1.3578375894814183,,,,,,0.09018316730467427,,,0.008667389,0.01191766,0.2545311126620266,,0.0803357314148681,0
1q,BLCA,0.4341645504234178,1.095790294872633,0.05379356624986588,0.0,,,-1.6434970767331682,,,,,,0.6122616440478141,1.4020698025309408,1.9386447147334238,0.008667389,0.01191766,-0.34708788090276355,-0.16747493535848684,0.0803357314148681,1
1q,BRCA,0.4442781276465225,1.4183219624823789,0.13548797087396017,0.7847140143789493,0.09963199999999994,1.77692307378693,-0.7136237419031571,0.379791775875,,,,,0.37333545663370515,1.0525142442355473,1.1696014153399217,0.008667389,0.01191766,-0.25453111266202655,-0.3349498707169757,0.0803357314148681,1
1q,CESC,0.183009088454028,1.1881547846800906,0.08385837285657599,0.3937837596209646,,,-1.5841035050798609,,,,,,0.46744570126732055,,,0.008667389,0.01191766,-0.25453111266202655,,0.0803357314148681,1
1q,COAD,0.2774220470833765,1.377816279571627,0.3606507225823206,1.0875205057736077,0.07395799999999994,1.186243346280175,-0.8322286414705642,0.33935715954639223,,,,,0.32067823170678617,1.3579882322988075,1.2767146947251817,0.008667389,0.01191766,-0.057847980150460575,0.16747493535848884,0.0803357314148681,1
1q,ESCA,0.4991835793926268,1.090586442966024,0.29170195655184616,0.0,0.06280825000000001,0.6415262890271699,-0.9036400456340761,0.40181335285099845,,,,,0.4924037932373409,1.0153024979523104,1.0587561142500432,0.008667389,0.01191766,-0.04627838412036846,-0.3349498707169757,0.0803357314148681,1
1q,GBM,0.39683911047934445,1.5106543169755913,1.1377934602768291,1.571789533214115,0.0713835,1.6457281407609474,-1.552180732020159,1.2529779156128913,1.8291608700010937,1.6570506502588085,1.8474879455045286,1.696187095368455,0.7470689694108688,,,0.008667389,0.01191766,0.2776703047222108,,0.0803357314148681,1
1q,KICH,0.09809215980853243,1.6080569204343096,0.9699449107003941,1.9361928640338382,,,-1.1853144125524562,,1.3526982079096568,1.5551927908653798,1.5736251395415328,1.8585286731691397,0.07235024266057503,1.5011864414162828,1.5088814680363636,0.008667389,0.01191766,0.13883515236110547,0.16747493535848884,0.0803357314148681,-1
1q,KIRC,0.09809215980853243,1.6080569204343096,0.9699449107003941,1.9361928640338382,,,-1.1853144125524562,,1.3526982079096568,1.5551927908653798,1.5736251395415328,1.8585286731691397,0.31322677152468087,1.5011864414162828,1.5088814680363636,0.008667389,0.01191766,0.13883515236110547,0.16747493535848884,0.0803357314148681,0
1q,KIRP,0.09809215980853243,1.6080569204343096,0.9699449107003941,1.9361928640338382,,,-1.1853144125524562,,1.3526982079096568,1.5551927908653798,1.5736251395415328,1.8585286731691397,0.13219326438165743,1.5011864414162828,1.5088814680363636,0.008667389,0.01191766,0.13883515236110547,0.16747493535848884,0.0803357314148681,0
1q,LAML,0.7980656319358979,0.9298017803717615,3.9868025095326622,3.2629343435165525,0.09754149999999995,1.043107038839605,-5.69567770742543,3.0485536644636366,,,,,0.5062713002502254,1.184018519754736,1.5315285890827408,0.008667389,0.01191766,3.4708788090276355,0.8373746767924423,0.0803357314148681,0
1q,LGG,0.39683911047934445,1.5106543169755913,1.1377934602768291,1.571789533214115,0.0713835,1.6457281407609474,-1.552180732020159,1.2529779156128913,1.8291608700010937,1.6570506502588085,1.8474879455045286,1.696187095368455,0.31619426197169204,,,0.008667389,0.01191766,0.2776703047222108,,0.0803357314148681,0
1q,LIHC,0.4184126880447935,1.5,2.6538725626648456,2.626808789718077,0.08626075,1.9362088799709167,-3.9551336361682794,0.6217997892272726,1.9821371176329141,2.2481254071095846,2.0239392199278217,2.0127363537903236,0.4794401328778832,1.1858466988481546,1.7374335102512257,0.008667389,0.01191766,1.9899705171758446,0.0,0.0803357314148681,1
1q,LUAD,0.1784678862266005,1.5742674973384831,1.4388969521955275,2.053988297076763,0.145288,0.7932989554304882,-1.3300498448682285,1.6190621800909093,,,,,0.9545591548106677,0.7108724672010427,0.6187300391858341,0.008667389,0.01191766,-0.06941757618055269,-0.8373746767924403,0.0803357314148681,1
1q,LUSC,0.1784678862266005,1.5742674973384831,1.4388969521955275,2.053988297076763,0.145288,0.7932989554304882,-1.3300498448682285,1.6190621800909093,,,,,0.9008698546578455,0.7108724672010427,0.6187300391858341,0.008667389,0.01191766,-0.06941757618055269,-0.8373746767924403,0.0803357314148681,1
1q,OV,0.11982554305829568,1.1206644282447145,1.0499588411775924,0.7221581446741189,0.109543,1.8303775815357755,-2.129787245012044,0.3323721369690217,0.7508249939808795,1.5703299731755802,,,0.5812091801906333,0.8107573667931055,1.183579505406431,0.008667389,0.01191766,-0.04627838412036846,-0.6698997414339514,0.0803357314148681,1
1q,PAAD,0.23285858565594098,1.7513298845367724,1.7562402229376435,2.192177837349826,,1.2108165200020269,-1.6563582516347832,,,,,,0.4689002930428236,0.7920937210757033,1.5487057662291044,0.008667389,0.01191766,0.30080949678239505,-0.8373746767924403,0.0803357314148681,1
1q,PRAD,0.3455411505517993,1.3382417767622086,0.2009950302374564,0.9024497718922034,0.092179,1.7098394944451198,-0.6692642632738677,0.46961123501041657,,,,,0.4870260518240884,2.903869323462562,1.635119490338555,0.008667389,0.01191766,-0.23139192060184233,3.8519235132452296,0.0803357314148681,0
1q,SKCM,1.0,1.7773074203960029,1.6360678321983615,2.3942524288418636,0.16253574999999998,0.5117658617662726,-1.934607921003502,2.939433190351852,,,,,0.593919798438543,1.234454289545694,1.3915508197462032,0.008667389,0.01191766,1.4230603117013303,0.5024248060754646,0.0803357314148681,1
1q,STAD,0.5540360919894125,1.7853571071357126,0.6912367914119162,1.681956014543302,0.09490225,1.493011212112994,-0.9649840868976447,,,,,,0.6235379024594195,,,0.008667389,0.01191766,-0.09255676824073691,,0.0803357314148681,1
1q,TGCT,0.9097739698918278,2.601112507770734,2.4615501327688096,4.501426188799141,0.11929775000000001,1.0253803266823853,-6.548348586911693,1.1572023566035714,2.116122642857598,1.296095818858598,1.9492869535465114,2.0412376926265487,0.130663570679593,,,0.008667389,0.01191766,2.591589510740634,,0.0803357314148681,1
1q,THYM,0.14614143610839303,1.2383718402865986,0.20067165547105392,0.9710138642307338,0.0530235,0.21770353278497906,-0.8690840992929456,0.4366694915839161,,,,,0.5921188875742308,1.9884031462044247,,0.008667389,0.01191766,0.0,0.16747493535848884,0.0803357314148681,1
1q,UCEC,0.2990994226610206,1.0706333381675959,0.028122580210797114,0.0,0.111284,2.0581698295348327,-1.167649025564803,0.2362487425113636,,,,,0.20619733745483948,1.3202789642861097,1.5038046998808616,0.008667389,0.01191766,-0.13883515236110539,-0.3349498707169757,0.0803357314148681,1
1q,UCS,0.2990994226610206,1.0706333381675959,0.028122580210797114,0.0,0.111284,2.0581698295348327,-1.167649025564803,0.2362487425113636,,,,,0.8072225159035873,1.3202789642861097,1.5038046998808616,0.008667389,0.01191766,-0.13883515236110539,-0.3349498707169757,0.0803357314148681,1
1p,ACC,0.2881050713598194,1.337623278902898,1.4861220025321515,1.6582105019380848,,1.548448297765926,-1.5886174919867033,,,,,,0.3987805465542847,,,0.020730503,0.008884501,0.34507812018951106,,0.09486607142857142,-1
1p,BLCA,0.6978821887913035,1.2917114687570588,0.0,0.20290274820693763,,,-1.5543986262982208,,,,,,0.7785318540606364,1.201837699293685,2.279905663086472,0.020730503,0.008884501,-0.47448241526057783,0.4383390116210385,0.09486607142857142,0
1p,BRCA,0.4043553830549111,1.3193402856749763,0.2847814836164389,0.7478075908528365,0.089938,1.7017502325652285,-0.7116542284486359,0.3192765007857143,,,,,0.3983667375820449,1.1664193505828342,1.1525342526881406,0.020730503,0.008884501,-0.3882128852132001,0.0,0.09486607142857142,-1
1p,CESC,0.3978447603330733,1.1871286024244088,0.026083434826613856,0.5497007308843074,,,-1.2720540165902956,,,,,,0.6989306944979102,,,0.020730503,0.008884501,-0.37742919395727786,,0.09486607142857142,1
1p,COAD,0.5267229799793361,1.3854459520632676,0.5487942950189542,0.9396767885594737,0.0651205,1.248451158384957,-0.9929737944344144,0.3599179262111111,,,,,0.5513495286998701,1.003543943530778,1.5249781809451375,0.020730503,0.008884501,-0.23724120763028891,-0.4383390116210405,0.09486607142857142,-1
1p,ESCA,0.3762764437996287,1.1302705284295076,0.4298687284393158,0.0,0.065282,0.5679398489610172,-1.103491646466199,0.3559165928214285,,,,,0.17165891576375458,1.0749112478634673,1.0640133550899744,0.020730503,0.008884501,-0.3450781201895112,-0.2922260077473603,0.09486607142857142,0
1p,GBM,0.13598478878583534,1.4637681784439385,1.337752718162319,1.3707556106590089,0.06684300000000001,1.6257675054583436,-1.6642040807528398,1.4437558217058823,1.794921558751697,1.7103560121827166,1.9241721262835254,1.7986569225633957,0.4839952343297279,,,0.020730503,0.008884501,0.17253906009475561,,0.09486607142857142,1
1p,KICH,0.29880513640300954,1.6189887789221664,0.9649135253326874,2.228911691486934,,,-1.7276339997884187,,1.4017570439639544,1.6243257864793725,1.6907181342239173,1.8635275138794345,0.35532718265514646,1.4254659120517004,1.5626978732050136,0.020730503,0.008884501,0.24802489888621118,0.2922260077473603,0.09486607142857142,-1
1p,KIRC,0.29880513640300954,1.6189887789221664,0.9649135253326874,2.228911691486934,,,-1.7276339997884187,,1.4017570439639544,1.6243257864793725,1.6907181342239173,1.8635275138794345,0.4176744315500039,1.4254659120517004,1.5626978732050136,0.020730503,0.008884501,0.24802489888621118,0.2922260077473603,0.09486607142857142,-1
1p,KIRP,0.29880513640300954,1.6189887789221664,0.9649135253326874,2.228911691486934,,,-1.7276339997884187,,1.4017570439639544,1.6243257864793725,1.6907181342239173,1.8635275138794345,0.39796235207090025,1.4254659120517004,1.5626978732050136,0.020730503,0.008884501,0.24802489888621118,0.2922260077473603,0.09486607142857142,0
1p,LAML,0.6112390771891761,1.3141352961348884,3.6989222456966857,3.101373650258627,0.034618,1.0234862169192185,-5.825025578693154,2.1718771422525256,,,,,0.38998706166050967,1.2002395396549768,1.6160844870052897,0.020730503,0.008884501,2.393979458814733,-0.4383390116210405,0.09486607142857142,0
1p,LGG,0.13598478878583534,1.4637681784439385,1.337752718162319,1.3707556106590089,0.06684300000000001,1.6257675054583436,-1.6642040807528398,1.4437558217058823,1.794921558751697,1.7103560121827166,1.9241721262835254,1.7986569225633957,0.1420619605904994,,,0.020730503,0.008884501,0.17253906009475561,,0.09486607142857142,-1
1p,LIHC,0.23490057853126173,1.5973170289984777,2.564413458326364,2.8765667473500587,0.055352,1.9985671792311026,-2.9232771370855803,0.3974706191315789,1.5774556168955982,2.2148413651873424,1.9125539667480234,1.9188132364813124,0.3789635605761497,1.0744425645440745,1.7384744737073885,0.020730503,0.008884501,1.401879863269889,-0.2922260077473603,0.09486607142857142,-1
1p,LUAD,0.13814853233910804,1.5974516743400553,1.20761472884912,1.8516727564305817,0.116271,0.7437402893888381,-1.0360847677247877,1.2626126415217391,,,,,0.3558336711619657,0.6735298191174359,0.687400481991266,0.020730503,0.008884501,-0.30194335516582227,0.0,0.09486607142857142,1
1p,LUSC,0.13814853233910804,1.5974516743400553,1.20761472884912,1.8516727564305817,0.116271,0.7437402893888381,-1.0360847677247877,1.2626126415217391,,,,,0.6087456298197711,0.6735298191174359,0.687400481991266,0.020730503,0.008884501,-0.30194335516582227,0.0,0.09486607142857142,-1
1p,OV,0.43174374094042267,1.1386352836015303,1.2902326588334312,1.1386352836015299,0.107713,1.879717500240827,-1.2835161142038545,0.2183362548095238,0.9529298998663002,1.8559893762801192,,,0.5013299224600358,0.8280976268913627,1.1841989356470684,0.020730503,0.008884501,0.19410644260659998,-0.14611300387368215,0.09486607142857142,1
1p,PAAD,0.6744968885931312,1.4985423524063433,1.5236235005501102,1.8621019381353885,,1.1664686953597738,-2.6796741820102823,,,,,,0.5416844324630973,0.7684922278196745,1.402321752579609,0.020730503,0.008884501,0.7548583879145557,-0.2922260077473603,0.09486607142857142,-1
1p,PRAD,0.4321612640462302,1.3917751766917115,0.3588682989230331,1.2856527967758566,0.090466,1.6966627493240645,-0.7509634939632018,0.493808568,,,,,0.33291373457201645,2.982894062941664,1.8010287517322439,0.020730503,0.008884501,-0.4529150327487334,2.6300340697262428,0.09486607142857142,-1
1p,SKCM,0.46918425486749094,1.6798433115214904,1.5531313448075474,2.196337938401177,0.11278649999999996,0.41969836268227156,-2.105638366753387,0.5622856479166667,,,,,0.4155357873736589,1.2010702453371913,1.241656127654811,0.020730503,0.008884501,0.722507314146789,0.4383390116210385,0.09486607142857142,0
1p,STAD,0.4017890573208028,1.4507220505271181,0.6331072123013931,1.5765578299558087,0.084851,1.5382921394208922,-1.232666494445584,,,,,,0.5646187721168959,,,0.020730503,0.008884501,-0.28037597265397785,,0.09486607142857142,0
1p,TGCT,0.876751151645904,2.7787647466073957,2.7722796740579705,4.9727166401989855,0.15123,1.0114197201256891,-4.674634363036834,1.1386860485714287,2.078728797485803,1.4137341650858422,1.9205768862463206,2.041064660417608,0.3329994770434349,,,0.020730503,0.008884501,3.1272704642174443,,0.09486607142857142,0
1p,THYM,0.3918109549237111,1.3381733256125425,0.224828233747356,1.028298963302876,0.048683,0.2012026922526435,-1.316903766571693,0.444143579090909,,,,,0.5213710183296504,2.3094647604417093,,0.020730503,0.008884501,-0.10783691255922224,2.0455820542315224,0.09486607142857142,0
1p,UCEC,0.5525462661101833,1.0498824482718307,0.010021370194908081,0.0,0.110468,2.0977248525554555,-0.9507394927519548,0.1829299150487804,,,,,0.511175241671809,1.0574253433902643,1.2838206233219989,0.020730503,0.008884501,-0.28037597265397785,-0.14611300387368215,0.09486607142857142,0
1p,UCS,0.5525462661101833,1.0498824482718307,0.010021370194908081,0.0,0.110468,2.0977248525554555,-0.9507394927519548,0.1829299150487804,,,,,0.5819354916761141,1.0574253433902643,1.2838206233219989,0.020730503,0.008884501,-0.28037597265397785,-0.14611300387368215,0.09486607142857142,0
6q,ACC,0.6432250488931345,1.2748674657463357,1.6748495145978746,1.3532031089232768,,1.5688204255248277,-1.8495322912712557,,,,,,0.4463315853460193,,,0.026634383,0.00968523,0.8750280417481578,,0.08045977011494253,0
6q,BLCA,0.4099516040668163,1.2905219164113158,0.10925018557814783,0.0,,,-1.54140518878188,,,,,,0.2541015437645918,1.0533290803288389,2.066052868068208,0.026634383,0.00968523,-0.5927609315068166,0.0,0.08045977011494253,-1
6q,BRCA,0.4102144617822091,1.408724890688523,0.19509952301794506,0.6094583985728537,0.084099,1.746444457300853,-0.6330726280732766,0.2519462586785714,,,,,0.5054592537683703,1.0905235645773539,1.0663262837183947,0.026634383,0.00968523,-0.5363075094585483,-1.16890403098944,0.08045977011494253,-1
6q,CESC,0.3498657163805608,1.074485894874362,0.0297289886199041,0.3669721223583639,,,-0.842331909618488,,,,,,0.2871847459423856,,,0.026634383,0.00968523,-0.3104938212654754,,0.08045977011494253,-1
6q,COAD,0.3844680413872235,1.2060243480874473,0.5435912453340376,0.8235162195690195,0.082459,1.2070523091985854,-0.7263480722414546,0.3323089455222222,,,,,0.5329744159270657,1.1422625236029686,1.2979121451286786,0.026634383,0.00968523,-0.28226711024134127,0.5844520154947216,0.08045977011494253,0
6q,ESCA,0.30748767879489614,1.2186083621953334,0.6803020084147066,0.20232055578761216,0.073377,0.6691934295922353,-1.1053157652348837,0.3433020992897727,,,,,0.3344944198813951,1.119039104048759,1.4566766888386973,0.026634383,0.00968523,-0.2540403992172071,-0.5844520154947216,0.08045977011494253,0
6q,GBM,0.5456400519225202,1.461562717553389,1.3600423154134211,1.4615627175533892,0.0822425,1.7106317668594768,-2.184791240588245,2.166271803603921,1.816886331872873,1.6587802224526011,1.9077184466864292,1.8717236937332105,0.6036946714866505,,,0.026634383,0.00968523,0.36694724331374373,,0.08045977011494253,-1
6q,KICH,0.1100036203130355,1.5578227477688034,0.9531366826007843,1.4999367830966737,,,-0.9618093286057768,,1.2950216946378577,1.9243984500661782,1.5246935108816864,1.7430827926867876,0.24905972127187445,1.3898680744033776,1.3289021004778645,0.026634383,0.00968523,-0.1411335551206706,-0.5844520154947216,0.08045977011494253,-1
6q,KIRC,0.1100036203130355,1.5578227477688034,0.9531366826007843,1.4999367830966737,,,-0.9618093286057768,,1.2950216946378577,1.9243984500661782,1.5246935108816864,1.7430827926867876,0.6963783331345923,1.3898680744033776,1.3289021004778645,0.026634383,0.00968523,-0.1411335551206706,-0.5844520154947216,0.08045977011494253,-1
6q,KIRP,0.1100036203130355,1.5578227477688034,0.9531366826007843,1.4999367830966737,,,-0.9618093286057768,,1.2950216946378577,1.9243984500661782,1.5246935108816864,1.7430827926867876,0.3833356999542649,1.3898680744033776,1.3289021004778645,0.026634383,0.00968523,-0.1411335551206706,-0.5844520154947216,0.08045977011494253,0
6q,LAML,0.31600633669476463,1.5638475030361683,3.6525703061364663,2.912525404662461,0.01957,1.0411846519024952,-4.653833790897847,2.072629206352941,,,,,0.2605034323099008,1.3364766156431624,1.4834945283313277,0.026634383,0.00968523,1.2137485740377676,0.0,0.08045977011494253,0
6q,LGG,0.5456400519225202,1.461562717553389,1.3600423154134211,1.4615627175533892,0.0822425,1.7106317668594768,-2.184791240588245,2.166271803603921,1.816886331872873,1.6587802224526011,1.9077184466864292,1.8717236937332105,0.7399095974337487,,,0.026634383,0.00968523,0.36694724331374373,,0.08045977011494253,-1
6q,LIHC,0.24335269821714917,1.336984280654684,2.598123877462447,2.286647801900118,0.046051,1.9148033058815093,-3.847499110144675,0.9989232517,1.6950115664033922,2.187163286849338,1.9410029169447323,1.9152029275050981,0.24570384038287996,1.0645618119065143,1.6999649681898672,0.026634383,0.00968523,1.4395622622308404,-1.16890403098944,0.08045977011494253,-1
6q,LUAD,0.25580299394844025,1.7722135144335016,1.4158802848871352,1.6984410773994325,0.111317,0.7123311960229297,-1.044720611358545,1.6710807207,,,,,0.64151631336765,0.521352929642056,0.5635136478114422,0.026634383,0.00968523,-0.42340066536201193,-0.5844520154947216,0.08045977011494253,-1
6q,LUSC,0.25580299394844025,1.7722135144335016,1.4158802848871352,1.6984410773994325,0.111317,0.7123311960229297,-1.044720611358545,1.6710807207,,,,,0.7768285755639924,0.521352929642056,0.5635136478114422,0.026634383,0.00968523,-0.42340066536201193,-0.5844520154947216,0.08045977011494253,0
6q,OV,0.47180574630155175,1.1393759695766998,1.0451945091688815,1.0891622972743416,0.1138914999999999,2.046731732692649,-2.023161728088096,0.1892557285833333,1.086340718752909,1.9503338304145572,,,0.2927485618084697,0.7749004841163851,1.2053784173695117,0.026634383,0.00968523,0.3104938212654754,0.0,0.08045977011494253,-1
6q,PAAD,0.42611419380125815,1.461562717553389,1.9702913313221537,2.424366106925306,,1.310007323314205,-1.298919018478762,,,,,,0.7265210833560916,1.016510244234866,1.6134928563763524,0.026634383,0.00968523,0.36694724331374373,-0.5844520154947216,0.08045977011494253,-1
6q,PRAD,0.24485802972697499,1.5423708556472768,0.5778955567205435,1.58230428713903,0.0734145,1.7158735195039325,-0.5811310097902048,0.48917749315,,,,,0.9707962404069352,2.7674031053861254,1.9905020938232052,0.026634383,0.00968523,-0.5363075094585483,1.7533560464841649,0.08045977011494253,-1
6q,SKCM,0.19188294850005722,1.6329467595761213,1.604025296851017,2.2033219237638026,0.08513100000000001,0.5185844823084385,-1.5306070948781239,0.6632445517999999,,,,,0.3429454354560491,1.0444177532406829,1.1666889515096723,0.026634383,0.00968523,0.08468013307240241,1.1689040309894432,0.08045977011494253,-1
6q,STAD,0.3940969117433668,1.48560465545693,0.6727824058173208,1.468136648933383,0.092782,1.5023656943774326,-0.9282550534671918,,,,,,0.7827537639256719,,,0.026634383,0.00968523,-0.1975869771689389,,0.08045977011494253,0
6q,TGCT,0.1066353294262026,2.8025352710062448,2.878242328181818,5.170874980974481,0.1147519999999999,1.0654409002584442,-4.7052839011950685,2.08977728826993,2.1376962005423796,1.1564729406208265,1.9624875965269806,2.039486568828178,0.3862728916714426,,,0.026634383,0.00968523,3.020258079582352,,0.08045977011494253,0
